PART_NUMBER,PART_DESCRIPTION,GROUP_1,GROUP_2,GROUP_3,GROUP_4,GROUP_5,SALES_PRICE,SALES_PRICE_RRP,UOM,SIZE_VALUE,SIZE_UOM,PART_NOTES,ITEM_TYPE,CUSTOM_WEIGHT,COUNTRY_OF_ORIGIN,BCRS,MULTIPLIER,SYSTEM_STATUS,SYSTEM_DATE,SYSTEM_USERNAME,SYSTEM_IP,TOTAL_RECORDS,XTRA_RECORD_DETAILS,XTRA_RECORD_SELECTION,XTRA_PAGE_NUMBER,XTRA_SORT_NUMBER,XTRA_TOTAL_PAGES,XTRA_TOTAL_RECORDS,RESPONSE_CODE,RESPONSE_MESSAGE,Image,scrape_tag
L34217373,Beg Hl Clara,Fruits and Vegetables,Flowers,Flowers,,,6.72,6.72,Each,1.0,p,,Stock,,,No,0.0,A,2023-08-08T09:37:36.643,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
L34209387,Begonia Elat Du Baladin,Fruits and Vegetables,Flowers,Flowers,,,9.27,9.27,Each,1.0,p,,Stock,,,No,0.0,A,2023-08-08T09:37:34.91,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
L34209388,Begonia Elat Hl Valentino Pink,Fruits and Vegetables,Flowers,Flowers,,,9.27,9.27,Each,1.0,p,,Stock,,,No,0.0,A,2023-08-08T09:37:34.91,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
L34209389,Begonia Elat Hl Valentino White,Fruits and Vegetables,Flowers,Flowers,,,9.27,9.27,Each,1.0,p,,Stock,,,No,0.0,A,2023-08-08T09:37:36.66,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
2460367,Berries ( Fresh Cranberries Per Pkt,Fruits and Vegetables,Fruit,Berries,,,4.15,4.15,Each,1.0,p,,Stock,,,No,0.0,A,2018-10-24T15:44:16.18,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0344/2460367.jpg,fruitsandvegetables
2460369,Berries ( Gooseberries ),Fruits and Vegetables,Fruit,Berries,,,31.0,31.0,Each,1.0,kg,,Stock,,,No,0.0,A,2021-04-19T17:00:33.763,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
2460603,Berry Cups,Fruits and Vegetables,Fruit and Vegetable (Freshly Cut),Fresh Cut Fruit and Vegetables,Greens Products,,3.85,3.85,Each,1.0,p,,Stock,,,No,0.0,A,2018-09-14T13:17:09.38,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0117/2460603.jpg,fruitsandvegetables
2460853,Berry Infused Water 1l,Fruits and Vegetables,Vegetables,Other Vegetables,Greens Products,,3.95,3.95,Each,1.0,l,,Stock,,,No,0.0,A,2021-11-14T15:02:52.003,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0302/2460853.jpg,fruitsandvegetables
2100494,Bicarbonate Of Soda X750g,Fruits and Vegetables,Herbs Spices and Cubes,Spices,Greens Products,,5.43,5.43,Each,0.75,p,,Stock,,,No,0.0,A,2022-03-08T12:06:32.76,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/1206/2100494.jpg,fruitsandvegetables
CFSBIGFLWR,Big Flower Bunch,Fruits and Vegetables,Flowers,Flowers,,,12.0,12.0,Each,0.0,,,Non Stock,,,No,0.0,A,2018-09-14T13:16:18.503,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0116/CFSBIGFLWR.jpg,fruitsandvegetables
2460344,Bitter Melon Per Kg,Fruits and Vegetables,Vegetables,Weighted Vegetables,,,5.78,5.78,Each,1.0,kg,,Weighted,,,No,0.0,A,2020-10-07T15:03:02.543,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
2101703,Black Currant Smoothie,Fruits and Vegetables,Vegetables,Other Vegetables,,,2.95,2.95,Each,1.0,p,,Non Stock,,,No,0.0,A,2023-05-24T09:37:57.94,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
2460350,Black Raddish Per Kg,Fruits and Vegetables,Vegetables,Weighted Vegetables,Greens Products,,6.19,6.19,Each,1.0,kg,,Weighted,,,No,0.0,A,2020-10-07T15:03:51.727,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0303/2460350.jpg,fruitsandvegetables
2460430,Black Sweetcorn,Fruits and Vegetables,Vegetables,Weighted Vegetables,Greens Products,,21.4,21.4,Each,1.0,kg,,Weighted,,,No,0.0,A,2022-02-18T17:04:24.87,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
2460492,Black Tomatoes By Kg,Fruits and Vegetables,Vegetables,Weighted Vegetables,Greens Products,,6.62,6.62,Each,1.0,kg,,Weighted,,,No,0.0,A,2020-10-07T15:04:30.84,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0304/2460492.jpg,fruitsandvegetables
2460112,Black Trumpets By Kg,Fruits and Vegetables,Vegetables,Weighted Vegetables,Greens Products,,51.3,51.3,Each,1.0,kg,,Weighted,,,No,0.0,A,2018-12-23T10:32:45.457,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/1032/2460112.jpg,fruitsandvegetables
2460365,Blackberries X125g,Fruits and Vegetables,Fruit,Berries,,,6.62,6.62,Each,1.0,p,,Stock,,,No,0.0,A,2018-09-14T13:17:07.547,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0117/2460365.jpg,fruitsandvegetables
2101697,Blackberry Smoothie,Fruits and Vegetables,Vegetables,Other Vegetables,,,2.95,2.95,Each,1.0,p,,Non Stock,,,No,0.0,A,2023-05-24T09:37:57.893,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
2460362,Blue Berrys By Pkt X1,Fruits and Vegetables,Fruit,Berries,,,5.96,5.96,Each,1.0,p,,Stock,,,No,0.0,A,2018-09-14T13:17:07.523,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0117/2460362.jpg,fruitsandvegetables
2460427,Blueberries+cheese+roasted Almonds+fruits+babycarrots Pack Lunch,Fruits and Vegetables,Vegetables,Other Vegetables,Greens Products,,3.45,3.45,Each,1.0,p,,Stock,,,No,0.0,A,2021-09-24T17:07:43.053,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
2101705,Blueberry & Strawberry Smoothie,Fruits and Vegetables,Vegetables,Other Vegetables,,,2.95,2.95,Each,1.0,p,,Non Stock,,,No,0.0,A,2023-05-24T09:37:57.97,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
2460651,Blueberry & Strawberry Smoothie 250ml,Fruits and Vegetables,Fruit and Vegetable (Freshly Cut),Fresh Cut Fruit and Vegetables,Greens Products,,2.95,2.95,Each,0.25,l,,Stock,,,No,0.0,A,2018-09-14T13:20:25.6,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0120/2460651.jpg,fruitsandvegetables
